,racquet_id,racquet_url,racquet_name,racquet_brand,racquet_img,racquet_rating,racquet_price,racquet_description,racquet_swingweight,racquet_composition,racquet_power_level,racquet_stroke_style,racquet_swing_speed,racquet_colors,racquet_grip_type,racquet_head_size_sq_in,racquet_length_in,racquet_strung_weight_oz,racquet_balance_in,racquet_balance_HH_HL,racquet_stiffness,racquet_avg_beam_width,racquet_mains,racquet_crosses,racquet_tension_lower,racquet_tension_upper
126,RCHEAD-HSPDPL,https://www.tennis-warehouse.com/Head_Speed_Pro_Legend/descpageRCHEAD-HSPDPL.html,Head Speed Pro Legend,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDPL-1.jpg&nw=455,4.5,199.0,Head celebrates one of the game's most legendary racquets with a sleek black cosmetic,333.0,Auxetic 2/Graphene Inside/Graphite,Low,Full,Fast,Black,Head Hydrosorb Pro,100.0,27.0,11.0,12.8,6.0,60.0,23.0,18.0,20.0,48.0,57.0
127,RCHEAD-HSPMPL,https://www.tennis-warehouse.com/Head_Speed_MP_Legend/descpageRCHEAD-HSPMPL.html,Head Speed MP Legend,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPMPL-1.jpg&nw=455,4.7,199.0,"This limited edition version of the Speed MP features a sleek black cosmetic Introducing the Speed MP Legend ! Featuring the same specs and playability as the standard Speed MP 2024, this racquet sports a sleek black cosmetic. On the court, this stick not only feels rock-solid on groundies and volleys, but it also rewards full cuts with enough power to close out points. For 2024, in addition to a slightly more flexible and arm-friendly stiffness rating, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yoke and handle to optimize the feel and response. The Speed MP also benefits from Graphene 360+ (labeled Graphene Inside ), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, the Speed MP Legend is a great option for intermediate and advanced players who want controllable power and great feel. The limited edition cosmetic is a nice bonus.",330.0,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Head Hydrosorb Pro,100.0,27.0,11.0,13.0,4.0,60.0,23.0,16.0,19.0,48.0,57.0
128,RCHEAD-HSPDP,https://www.tennis-warehouse.com/Head_Speed_Pro/descpageRCHEAD-HSPDP.html,Head Speed Pro,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDP-1.jpg&nw=455,4.5,199.0,Updated with Auxetic 2 for 2024,333.0,Auxetic 2/Graphene Inside/Graphite,Low,Full,Fast,White / Black,Head Hydrosorb Pro,100.0,27.0,11.0,12.8,6.0,60.0,23.0,18.0,20.0,48.0,57.0
129,RCHEAD-HSPDM,https://www.tennis-warehouse.com/Head_Speed_MP/descpageRCHEAD-HSPDM.html,Head Speed MP,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDM-1.jpg&nw=455,4.8,199.0,"Updated with Auxetic 2 for 2024 For 2024, Head updates the Speed MP with Auxetic 2 while also keeping the impressive comfort and responsiveness of previous generations. Compared to the Speed Pro, the Speed MP 2024 not only offers easier access to spin, but it also has a slightly higher launch angle for easier access to depth. With its 325+ swingweight, the Speed MP feels rock solid on groundies and volleys and it rewards full cuts with enough power to close out points. For 2024, in addition to a slightly more flexible and arm-friendly stiffness rating, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yoke and handle to optimize the feel and response. The Speed MP also benefits from Graphene 360+ (labeled Graphene Inside ), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with subtle updates to the feel for 2024, the Speed MP continues to be a great option for intermediate and advanced players who want controllable power and great feel.",330.0,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Black,Head Hydrosorb Pro,100.0,27.0,11.0,13.0,4.0,60.0,23.0,16.0,19.0,48.0,57.0
130,RCHEAD-HSPDML,https://www.tennis-warehouse.com/Head_Speed_MP_L/descpageRCHEAD-HSPDML.html,Head Speed MP L,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDML-1.jpg&nw=455,5.0,169.0,"Introducing the perfect entry point into the controllable power and great feel of the Speed family With the introduction of the Speed MP L 2024 , Head puts the controllable power and great feel of the Speed MP into a lighter, faster package. At 10.5 ounces strung, this racquet gives improving intermediate players a user-friendly tool for honing their craft and rising to the next level. In addition to its 16x19 string pattern and spin-friendly targeting, the Speed MP L has a 60-RA beam stiffness, making it one of the most arm-friendly members of its class . It also packs a sub 320 swingweight, which makes it easy for less advanced players to maximize stroke speed when loading the ball with pace and spin. Notable technologies include Auxetic 2 , a uniquely flexible material in the yolk and handle to optimize the feel and response. The Speed MP L also benefits from Graphene 360+ (labeled Graphene Inside ), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with this light version of the Speed MP, Head gives rising intermediate players the perfect entry point into the controllable power and great feel of the Speed family. The arm-friendly comfort is a nice bonus.",313.0,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Black,Head Hydrosorb Pro,100.0,27.0,10.0,13.18,3.0,60.0,23.0,16.0,19.0,48.0,57.0
131,RCHEAD-HSPDTM,https://www.tennis-warehouse.com/Head_Speed_Team/descpageRCHEAD-HSPDTM.html,Head Speed Team,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDTM-1.jpg&nw=455,5.0,149.0,"Head adds a more forgiving and powerful head size to the Speed family for 2024! Head makes big changes to the Speed Team for 2024! Updated with a generous 105 square inch head, this 10-ounce racquet is ideal for rising intermediate players who want to sharpen their skills with the help of a larger and more forgiving head size. It should also work well for the dedicated beginner who wants a racquet that will reward continued improvement. In addition to its plush comfort, this racquet boasts a low swingweight, which translates to easy acceleration from the baseline and quick handling at net . It also has an open 16x19 string pattern (and large ""spin window""), making it easy to control the ball's depth and trajectory with spin. Additional features include a very arm-friendly 61-RA stiffness coupled with a slightly extended length for added momentum on groundies and serves. Technologies include Auxetic 2 , a uniquely flexible material in the yolk and handle to optimize the feel and response. The Speed Team also benefits from Graphene 360+ (labeled Graphene Inside ), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, this update to the Speed Team checks all the right boxes. Improving players looking for a speedy and comfortable racquet with an easy learning curve should love this one.",306.0,Auxetic 2/Graphene 360+/Graphite,Medium,Medium,Medium,White/Black,Head Hydrosorb Pro,105.0,27.2,10.0,13.18,3.0,61.0,24.0,16.0,19.0,48.0,57.0
132,RCHEAD-GXSS,https://www.tennis-warehouse.com/Head_Graphene_XT_Speed_S/descpageRCHEAD-GXSS.html,Head Graphene XT Speed S,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=GXSS-1.jpg&nw=455,4.9,99.0,"Pre-strung with a synthetic gut for added convenience and value! The Head Graphene XT Speed S replaces the Graphene Speed S. Like it's predecessor, this update offers the benefits of the standard midplus version but in a slightly faster and more maneuverable package. The result is a racquet that should allow a wide range of intermediates to create effective pace and spin. With the addition of a stronger and lighter form of graphene in the shaft (called Graphene XT ), Head is able to reposition even more weight to the grip and tip. The result is a racquet that offers smoother acceleration and easier access to power. With its near even balance, the Speed S has sufficient weight in the head to keep the racquet stable and comfortable against all but the heaviest levels of pace. From the baseline this racquet feels mobile and precise, with plenty of pop available to those who like to turn up the heat. At net the Speed S is fast enough for rapid exchanges but also quite stable for its weight class. Finally, aggressive serves should like how easily this stick whips through contact, a fact that should allow aggressive servers to dial up the pace and spin. With its fast feel, crisp response and controllable power, this version of the Speed S is a very solid option for intermediates who want solid performance from all areas of the court.",317.0,Graphene XT/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/ White,Hydrosorb Pro,100.0,27.0,10.0,13.35,1.0,68.0,22.333333333333332,16.0,19.0,48.0,57.0
133,RCHEAD-HBOOMP,https://www.tennis-warehouse.com/Head_Boom_Pro/descpageRCHEAD-HBOOMP.html,Head Boom Pro,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HBOOMP-1.jpg&nw=455,5.0,179.0,"This racquet combines impressive power and accuracy with a very generous sweetspot Head adds another chapter to the Boom Pro! As the heaviest member of the Boom family, the Boom Pro 2024 packs more stability and mass-based power than the other models in the Boom family . It also has more control thanks to a surgical 98 square-inch head. Like the previous generation, this racquet features a unique head shape, which creates a more forgiving contact zone in the upper hoop along with a larger spin window. The result is a uniquely comfortable modern player's racquet with near effortless access to power and spin. For 2024, Head updates this racquet with Auxetic 2, a uniquely flexible material in the yoke and handle to optimize the response. Other technologies include a Morph Beam, which blends box and angular cross sections to combine classic control and feel with impressive stability and power. The Boom Pro also features Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with incremental tweaks to the feel and response, the Boom Pro remains a great option for intermediate and advanced players in search of a comfortable modern player's racquet.",323.0,Auxetic 2/Graphene Inside/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Coral,Hydrosorb Pro,98.0,27.0,11.0,12.59,7.0,64.0,21.833333333333332,16.0,19.0,48.0,57.0
134,RCHEAD-HBOOMM,https://www.tennis-warehouse.com/Head_Boom_MP/descpageRCHEAD-HBOOMM.html,Head Boom MP,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=HBOOMM-1.jpg&nw=455,4.7,179.0,"This uniquely comfortable modern player's racquet gets updated with Auxetic 2 for 2024 Introducing the second generation of the Boom MP! At 11 ounces strung and boasting a sub 320 swingweight, the Boom MP 2024 offers explosive speed from the baseline and quick handling at net. It also features a unique head shape, which creates a more forgiving contact zone in the upper hoop along with a larger spin window. The result is a uniquely comfortable modern player's racquet with near effortless access to power and spin . For 2024, Head updates this racquet with Auxetic 2, a uniquely flexible material in the yoke and handle to optimize the response. Other technologies include a Morph Beam, which blends box and angular cross sections to combine classic control and feel with impressive stability and power. The Boom MP also features Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with this 2024 update, the Boom MP continues to be a great option for intermediate and advanced players who want a speedy and comfortable player's racquet with easy access to power and spin.",317.0,Auxetic 2/Graphene Inside/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Coral,Hydrosorb Pro,100.0,27.0,11.0,12.79,6.0,62.0,23.333333333333332,16.0,19.0,48.0,57.0
135,RCHEAD-BOOMMA,https://www.tennis-warehouse.com/Head_Boom_MP_Mint/descpageRCHEAD-BOOMMA.html,Head Boom MP Mint,Head,https://img.tennis-warehouse.com/watermark/rs.php?path=BOOMMA-1.jpg&nw=455,4.7,179.0,"This uniquely comfortable modern player's racquet gets updated with Auxetic 2 for 2024 Introducing the second generation of the Boom MP! At 11 ounces strung and boasting a sub 320 swingweight, the Boom MP 2024 offers explosive speed from the baseline and quick handling at net. It also features a unique head shape, which creates a more forgiving contact zone in the upper hoop along with a larger spin window. The result is a uniquely comfortable modern player's racquet with near effortless access to power and spin . For 2024, Head updates this racquet with Auxetic 2, a uniquely flexible material in the yoke and handle to optimize the response. Other technologies include a Morph Beam, which blends box and angular cross sections to combine classic control and feel with impressive stability and power. The Boom MP also features Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with this 2024 update, the Boom MP continues to be a great option for intermediate and advanced players who want a speedy and comfortable player's racquet with easy access to power and spin.",317.0,Auxetic 2/Graphene Inside/Graphite,Low-Medium,Medium-Full,Medium-Fast,Mint!,Hydrosorb Pro,100.0,27.0,11.0,12.79,6.0,62.0,23.0,16.0,19.0,48.0,57.0
